虚汗	-3.408167765
玛德	-3.407081192
膝头	-3.402774097
55555555	-3.398614294
回天乏术	-3.395843964
案卷	-3.395843964
甘贵	-3.395843964
要成仙	-3.395843964
页眉	-3.395843964
人命	-3.390625935
塞拉斯	-3.389695622
血痕	-3.387323881
冻死	-3.375804444
发炎	-3.374962063
瘆	-3.374882991
体温表	-3.372267583
虫灾	-3.372267583
谗言	-3.372267583
扑街	-3.365427749
mb	-3.362945236
溃	-3.36251572
都尼玛	-3.361430063
失眠症	-3.361142717
冒火	-3.359970989
食物中毒	-3.359707421
2013QQ	-3.359224397
@﹏	-3.359224397
ORZ...	-3.359224397
fuk	-3.359224397
haze	-3.359224397
heck	-3.359224397
ios6.1.3	-3.359224397
md.	-3.359224397
odokei	-3.359224397
shei	-3.359224397
sigh...	-3.359224397
倒算	-3.359224397
哈切力	-3.359224397
比尼玛	-3.359224397
粉瘤	-3.359224397
雷真	-3.359224397
龚林娜	-3.359224397
疖子	-3.359001175
停水	-3.356876756
ZTM	-3.350494953
日仲	-3.349320101
CTMD	-3.340356532
TMD...	-3.340356532
resisting	-3.340356532
恐怖症	-3.340356532
无宁	-3.340356532
毛我	-3.340356532
绪论	-3.340356532
赤贫	-3.340356532
害人不浅	-3.330849604
一氧化碳	-3.330324485
逼死	-3.329587285
世道	-3.329399003
39°	-3.327639457
头晕	-3.327450381
打桩	-3.324733512
中邪	-3.320935096
蛆虫	-3.320106124
痛	-3.305601264
喉咙	-3.303204967
喉镜	-3.295580811
成药	-3.295580811
万恶	-3.292193585
NTM	-3.290975724
竖线	-3.290975724
势不两立	-3.290855367
闹心	-3.287746313
tnnd	-3.286765525
尼马	-3.285347928
鬼火	-3.282997614
5.55556E+15	-3.282649341
merde	-3.282649341
千万千万千万	-3.282649341
小浩博	-3.282649341
％＊	-3.282649341
烦躁	-3.278037939
胯骨	-3.277982451
此理	-3.27608616
Kao	-3.273726701
老毛病	-3.27332618
鼻炎	-3.268967327
卧槽	-3.268070064
MB	-3.263217756
174.2	-3.263032172
26i	-3.263032172
40.3	-3.263032172
70m	-3.263032172
90800	-3.263032172
IE6	-3.263032172
crazy...	-3.263032172
fuck....	-3.263032172
一個傷	-3.263032172
冷成狗	-3.263032172
坐卧不安	-3.263032172
失眠病	-3.263032172
尔敏	-3.263032172
尼玛桑	-3.263032172
成宿成	-3.263032172
法克法克	-3.263032172
潘仁美	-3.263032172
登记本	-3.263032172
精当	-3.263032172
解一	-3.263032172
费列罗里	-3.263032172
递回	-3.263032172
黑青	-3.263032172
特无语	-3.262793558
出尔反尔	-3.262714011
晴天霹雳	-3.262680104
烦人	-3.261677333
没完	-3.259771093
眼冒金星	-3.258703247
七点	-3.257484794
奇耻大辱	-3.248544948
极刑	-3.248544948
干呕	-3.248401929
77623	-3.243614272
屮	-3.241330625
自尽	-3.238667694
存心	-3.235106857
坑人	-3.233609357
大丽花	-3.233506923
缺德	-3.232780699
罪孽深重	-3.232086364
胃炎	-3.229950208
出岔子	-3.229243805
cao	-3.225751077
Headache	-3.222537363
mgb	-3.222537363
stomachache	-3.222537363
他玛	-3.222537363
才尼玛	-3.222537363
插销	-3.222537363
月仲	-3.222537363
尼玛比	-3.222390123
二氧化硫	-3.222360674
tmd	-3.218440798
完蛋	-3.217629111
败兴	-3.216825437
废掉	-3.216735849
讨厌	-3.215334603
化脓	-3.214517267
杯具	-3.213740637
戈壁	-3.208701405
难吃	-3.207009579
脱水	-3.205328027
三班倒	-3.204828338
丘挺	-3.204828338
为毛	-3.204828338
检查费	-3.204828338
焦心	-3.204828338
低血压	-3.201731114
詛	-3.201731114
失眠	-3.195741636
又华	-3.194895243
黑屏	-3.194895243
好恶	-3.194038202
翻来覆去	-3.193087794
死机	-3.192791668
悲剧	-3.190293497
崴	-3.183076819
阴魂	-3.183024446
挂彩	-3.180812384
败仗	-3.176416463
惊魂未定	-3.176368457
悲痛欲绝	-3.17378506
自讨苦吃	-3.169429378
BLABLA	-3.159965189
HMP	-3.159965189
QQ...	-3.159965189
Spartacus	-3.159965189
TAT..	-3.159965189
TTTTTTTTTTTTTTT	-3.159965189
concall	-3.159965189
fatigu	-3.159965189
kao.	-3.159965189
oncall	-3.159965189
五点九	-3.159965189
人寰	-3.159965189
切白	-3.159965189
基耶利尼	-3.159965189
好危	-3.159965189
意见书	-3.159965189
打头风	-3.159965189
扯后腿	-3.159965189
掉魂	-3.159965189
机仲	-3.159965189
牛满	-3.159965189
甘老	-3.159965189
申述	-3.159965189
筛糠	-3.159965189
苛政	-3.159965189
落果	-3.159965189
谷维素	-3.159965189
人理	-3.159811423
使不得	-3.159811423
六点九	-3.159811423
卡成	-3.159811423
尼玛哥	-3.159811423
尼玛才	-3.159811423
惨象	-3.159811423
感觉神经	-3.159811423
牙髓炎	-3.159811423
瓜仁	-3.159811423
SAD	-3.159745518
starving	-3.159745518
谷种	-3.159745518
CTM	-3.159708903
nima	-3.159708903
ohno	-3.159685602
未老先衰	-3.159613699
地洞	-3.159608876
嘔	-3.156000638
他妈的	-3.147896274
心慌	-3.140458974
胃肠炎	-3.13878499
见死不救	-3.134796345
没着没落	-3.130243986
发晕	-3.129808548
恶心	-3.12962238
泻药	-3.127825155
掌嘴	-3.126348555
头昏脑涨	-3.1262507
自刎	-3.125494683
记名	-3.125494683
冤枉	-3.123642893
Fuck	-3.122886083
Nnd	-3.116267393
Fk	-3.113208334
死区	-3.113208334
噁	-3.11203205
千刀万剐	-3.111506005
五雷轰顶	-3.111329361
39.4	-3.109486854
催命	-3.104108247
悔不当初	-3.104108247
仲训	-3.101935865
呕血	-3.095548014
造孽	-3.094748872
fking	-3.09423381
吾明	-3.09423381
水泻	-3.09423381
皇粮	-3.09423381
HATE	-3.09052007
惨无人道	-3.089528123
肠炎	-3.088012583
火大	-3.086652098
灭鼠	-3.086652098
严重性	-3.086544245
5555	-3.085843157
FML	-3.083725413
周身	-3.079657878
诅咒	-3.076119222
惨重	-3.072838495
outlook	-3.071531574
错车	-3.069004808
失策	-3.068088236
NTMD	-3.065119814
fucked	-3.065119814
损失费	-3.065119814
毛非	-3.065119814
苦胆	-3.065119814
邪门儿	-3.065119814
苦命	-3.064463647
沈碧	-3.062136832
fxxk	-3.057495587
报废	-3.056750873
心力交瘁	-3.054617119
出人命	-3.053576785
%%%	-3.048964628
10.9.8.7.6.5...1	-3.048964628
WTF...	-3.048964628
auditing	-3.048964628
fuckfuck	-3.048964628
nonononono	-3.048964628
psd	-3.048964628
qnmlgbd	-3.048964628
sleep...	-3.048964628
wqnmgb	-3.048964628
xilo	-3.048964628
xxxxxxxxx	-3.048964628
七零八碎	-3.048964628
亢进	-3.048964628
何解我	-3.048964628
前脑	-3.048964628
吾顺	-3.048964628
哲秀	-3.048964628
塌台	-3.048964628
染房	-3.048964628
清梦	-3.048964628
烂账	-3.048964628
科奥	-3.048964628
解我成	-3.048964628
试表	-3.048964628
贼窝	-3.048964628
超强度	-3.048964628
道德	-3.048964628
青紫	-3.048964628
￡￥	-3.048964628
腾腾震	-3.048687843
好声好气	-3.048595569
天理	-3.038626573
胃酸	-3.038396901
后患无穷	-3.03813284
结症	-3.03813284
厭	-3.037173868
猝	-3.030780029
白事	-3.030780029
三天两头	-3.02990467
郁闷	-3.029733737
咳	-3.027467837
针眼	-3.027063356
剧痛	-3.026790985
不通	-3.025532834
伊藤润	-3.025532834
几十几百	-3.025532834
失语症	-3.025532834
水器	-3.025532834
癆	-3.025532834
间脑	-3.025532834
悵	-3.02536405
字库	-3.025330291
忍无可忍	-3.024437858
哀鸿遍野	-3.024437858
矮	-3.024437858
碍难	-3.024437858
碍眼	-3.024437858
爱搭不理	-3.024437858
爱理不理	-3.024437858
暗	-3.024437858
暗暗	-3.024437858
暗沉沉	-3.024437858
暗淡	-3.024437858
暗地	-3.024437858
暗地里	-3.024437858
暗黑	-3.024437858
暗里	-3.024437858
暗昧	-3.024437858
暗弱	-3.024437858
暗无天日	-3.024437858
暗下	-3.024437858
暗中	-3.024437858
暗自	-3.024437858
暗朦	-3.024437858
岸然	-3.024437858
肮里肮脏	-3.024437858
肮脏	-3.024437858
昂贵	-3.024437858
凹凸	-3.024437858
凹凸不平	-3.024437858
傲	-3.024437858
傲岸	-3.024437858
傲慢	-3.024437858
八面玲珑	-3.024437858
跋扈	-3.024437858
霸道	-3.024437858
霸气	-3.024437858
白	-3.024437858
白白	-3.024437858
白痴般	-3.024437858
白搭	-3.024437858
白忙	-3.024437858
白忙活儿	-3.024437858
白衣苍狗	-3.024437858
白云苍狗	-3.024437858
百孔千疮	-3.024437858
败坏	-3.024437858
稗	-3.024437858
板	-3.024437858
板板六十四	-3.024437858
板滞	-3.024437858
半半拉拉	-3.024437858
半路出家	-3.024437858
半新不旧	-3.024437858
半真半假	-3.024437858
薄	-3.024437858
薄情	-3.024437858
薄弱	-3.024437858
薄幸	-3.024437858
保残守缺	-3.024437858
保守	-3.024437858
抱残守缺	-3.024437858
暴	-3.024437858
暴烈	-3.024437858
暴虐	-3.024437858
暴躁	-3.024437858
暴戾	-3.024437858
暴戾恣睢	-3.024437858
爆炸性	-3.024437858
悲惨	-3.024437858
悲观	-3.024437858
悲观地	-3.024437858
悲剧	-3.024437858
悲凉	-3.024437858
卑	-3.024437858
卑鄙	-3.024437858
卑鄙无耻	-3.024437858
卑贱	-3.024437858
卑劣	-3.024437858
卑陋	-3.024437858
卑怯	-3.024437858
卑俗	-3.024437858
卑琐	-3.024437858
卑微	-3.024437858
卑污	-3.024437858
卑下	-3.024437858
卑猥	-3.024437858
背地	-3.024437858
背地里	-3.024437858
背光	-3.024437858
背后	-3.024437858
背悔	-3.024437858
背静	-3.024437858
背靠背	-3.024437858
背理	-3.024437858
背令	-3.024437858
背人	-3.024437858
背时	-3.024437858
背阴	-3.024437858
被动	-3.024437858
被动式	-3.024437858
被动性	-3.024437858
本本主义	-3.024437858
笨	-3.024437858
笨手笨脚	-3.024437858
笨头笨脑	-3.024437858
笨重	-3.024437858
笨拙	-3.024437858
比肩接踵	-3.024437858
鄙	-3.024437858
鄙贱	-3.024437858
鄙吝	-3.024437858
鄙陋	-3.024437858
鄙俗	-3.024437858
鄙俚	-3.024437858
蔽塞	-3.024437858
闭塞	-3.024437858
必修	-3.024437858
变化不定	-3.024437858
变化多端	-3.024437858
变化万千	-3.024437858
变化无常	-3.024437858
变化无穷	-3.024437858
变幻不定	-3.024437858
变幻莫测	-3.024437858
变幻无常	-3.024437858
变态	-3.024437858
变相	-3.024437858
表里不一	-3.024437858
憋拗	-3.024437858
别别扭扭	-3.024437858
别扭	-3.024437858
别有用心	-3.024437858
冰冷	-3.024437858
冰炭不相容	-3.024437858
秉性剌戾	-3.024437858
病病歪歪	-3.024437858
病弱	-3.024437858
病态	-3.024437858
病歪歪	-3.024437858
病殃殃	-3.024437858
病恹恹	-3.024437858
波谲云诡	-3.024437858
驳杂	-3.024437858
捕风捉影	-3.024437858
不爱交际	-3.024437858
不便	-3.024437858
不辨菽麦	-3.024437858
不才	-3.024437858
不成材	-3.024437858
不成功	-3.024437858
不成话	-3.024437858
不成器	-3.024437858
不成熟	-3.024437858
不成体统	-3.024437858
不成样子	-3.024437858
不打紧	-3.024437858
不大重要	-3.024437858
不当	-3.024437858
不到黄河心不死	-3.024437858
不道德	-3.024437858
不得当	-3.024437858
不得劲	-3.024437858
不得了	-3.024437858
不得体	-3.024437858
不登大雅之堂	-3.024437858
不等	-3.024437858
不端	-3.024437858
不对	-3.024437858
不对茬儿	-3.024437858
